Ad ID,Ad Text,Ad Landing Page,Ad Targeting Location,Excluded Connections,Age,Language,Placements,People Who Match,Friends of Connections,Ad Impressions,Ad Clicks,Ad Spend,Ad Creation Date,Ad End Date
2308,"Institutional racism takes a hold of our schools as white students of the
University of North Dakota make a mockery of Black people. Institutional
Racism: White Students Slam BLM I BM BM","https://blackmattersus.com/16599-institutional-racism-white-students-slam-
blm/",- Living In: United States,N/A,18 - 65+,N/A,Instagram Feed or News Feed on mobile devices,Interests: Human rights or Social justice,N/A,284,40,137.71 RUB,09/28/16 02:04:24 AM PDT,09/29/16 05:34:45 AM PDT
1270,Join,N/A,United States: New York (+50 mi) New York,"Exclude people who are going to American Flag
March in Memory of 9/11",18 - 65+,N/A,"News Feed on desktop computers, News Feed on mobile
devices or Right column on desktop computers",Interests: Donald Trump,N/A,0,0,0,08/30/16 02:32:29 AM PDT,N/A
2292,"Your help is needed. This case is a classic example of racial profiling in the
system which has cost innocent Jerome Smith 31 years of his life already and
can cost even more. Jerome must be brought home. No one pays attention to
him, no one fights for his life. Let us help this man achieve justice! Please sign
the petition.
https://www.facebook.com/Save-Innocent-Man-Jerome-Skee-Smith-From-Life-
I m prison ent-109065791 4303896/?sk=a pp_1903225443331 96&ref=s",https://www.facebook.com/blackmattersus.mvmnt/,- Living In: United States,N/A,18 - 65+,N/A,"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,5,0,2.69 RUB,09/27/16 08:22:40 AM PDT,09/29/16 08:22:39 AM PDT
1698,"Join us on August 13! DM @blackmattersus or visit blackmattersus.com for
more details! I didn't believe the media, SO I BECAME ONE. BE THERE,
JOIN US ? Blackluive",https://www.instagram.com/blackmattersus/,"- Living In: United States: Connecticut; Maryland; Massachusetts;
New Jersey; New York; Pennsylvania; Vermont",N/A,18 - 65+,N/A,Instagram Feed,Interests: Black Power or Malcolm X,N/A,0,0,None,08/09/16 07:46:02 AM PDT,N/A
1833,Oh sweetheart no uh uh,https://www.facebook.com/Memopolis-450474615151098/,"- Living In: United States
Interests: Funny Photo's, Funny Pictures, LOL or Funny Pics",N/A,14 - 40,N/A,"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,0,0,None,07/12/16 05:01:53 AM PDT,06/23/16 07:32:36 AM PDT
1515,"Did you see this? Damn...
We lost count of how many mentally ill citizens were murdered during
encounters with violent cops. Here is another woman suffering from mental
illness.
Full story: http://bit.ly/lOrglhk",https://www.facebook.com/Dont-Shoot-1157233400960126/,United States: Louisiana,N/A,18 - 65+,N/A,"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,0,0,None,07/06/16 07:05:59 AM PDT,05/16/16 07:30:00 AM PDT
468,"America has always been hinged on hard-working people. If you remove jobs,
you'll remove our country from the world map. The state of Pennsylvania
rose owing to multiple enterprises mining coal, producing steel, and creating
the need for other jobs, groceries, doctors, dentists, insurance, gas, vehicles,
mechanics and the list goes on. As far as Mr. Trump pursues the goal of
creating more jobs and supports the working class. He said he would put
miners back to work. We could help Mr. Trump win Pennsylvania which is a
battleground state. We'd like to organize a rally ""Miners for Trump"" in
Pennsylvania.
Have something against coal industries? Please note then that burning coal is
not more harmful than lumber. Alternative energy is only possible when
subsidized by government for it is not lucrative. You cannot leave tens of
thousands of people without a job just because of lobbyists' interests.
The current list of locations is being elaborated. Suggested cities are Erie,
Pittsburg, Scranton, Harrisburg, Allentown, and Philly.
Confirmed locations:
Marconi Plaza, Philadelphia. Miners for Trump: Unity day in Pennsylvania",https://www.facebook.com/events/312522819127036/,United States: Pennsylvania,N/A,18 - 65+,English (UK)or English (US),"News Feed on desktop computers, News Feed on mobile
devices or Right column on desktop computers","Interests: Donald Trump for President, Job title: Coal
Miner",N/A,0,0,None,09/22/16 05:09:05 AM PDT,10/01/16 01:00:00 PM PDT
467,"America has always been hinged on hard-working people. If you remove jobs,
you'll remove our country from the world map. The state of Pennsylvania
rose owing to multiple enterprises mining coal, producing steel, and creating
the need for other jobs, groceries, doctors, dentists, insurance, gas, vehicles,
mechanics and the list goes on. As far as Mr. Trump pursues the goal of
creating more jobs and supports the working class. He said he would put
miners back to work. We could help Mr. Trump win Pennsylvania which is a
battleground state. We'd like to organize a rally ""Miners for Trump"" in
Pennsylvania.
Have something against coal industries? Please note then that burning coal is
not more harmful than lumber. Alternative energy is only possible when
subsidized by government for it is not lucrative. You cannot leave tens of
thousands of people without a job just because of lobbyists' interests.
The current list of locations is being elaborated. Suggested cities are Erie,
Pittsburg, Scranton, Harrisburg, Allentown, and Philly.
Confirmed locations:
Marconi Plaza, Philadelphia. Miners for Trump: Unity day in Pennsylvania",https://www.facebook.com/events/312522819127036/,- Living In: United States: New York (+50 mi) New York,N/A,18 - 65+,N/A,"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,2,0,2.96 RUB,09/22/16 05:01:05 AM PDT,10/01/16 01:00:00 PM PDT
1105,"On October 15, 1966, Bobby Seale and Huey P. Newton have founded BPP.
Their idea was simple - we can't just talk to make the change, we must take
action. They started to monitor the behavior of police officers and challenge
police brutality in Oakland, California. And they succeeded. Unfortunately, the
government and especially Federal Bureau of Investigation called the party
""the greatest threat to the internal security of the country"". They tried to close
it, to incarcerate BPP's participants, and in 1982 the original party was
dissolved.
50 years have passed since BBP's foundation, but the situation in the country
stills the same. Cops are shooting Blacks. It spreads through all the country
like the disease. Nowadays we need Black Panthers as never before. We
need a strong hand that can protect us, that can keep our people safe, that
can make Black Lives really matter.
Let's get together and celebrate the 50th anniversary of the party that has
made the change. Let's honor its founders and participants. Let's share their
ideas and ideals! Black Panther Party 50th Anniversary",https://www.facebook.com/events/1094784283992152/,United States: Cleveland (+34 mi) Ohio,N/A,16 - 45,English (UK)or English (US),"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,0,0,None,09/29/16 07:07:13 AM PDT,10/14/16 03:00:00 PM PDT
2262,"Amazing Beyonce protested against gun violence during her performance in
the Video Music Awards. The popular singer showed her disapproval of the
recent gun violence in the country through her VMA performance. Beyonce,
while performing a number of songs fro Beyonce Protests Against Police
Brutality In VMA Performance I Black Matters BM","https://blackmattersus.com/14732-beyonce-promotes-anti-police-brutality-in-
vma-performance/",- Living In: United States: Charlotte (+25 mi) North Carolina,N/A,16 - 65+,English (UK)or English (US),"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,0,0,None,09/21/16 01:15:17 AM PDT,08/31/16 07:24:32 AM PDT
865,"Hi guys! If there's no justice, there will be no peace. There's no way to
believe the lie instead of fighting for the truth. We must keep on fighting for
what we know is right. Many of our brothers had been killed by the police.
Still, we have no doubts that the justice will prevail. Remember the fallen, they
are waiting for our victory.
Subscribe to our channel:
https://www.youtube.com/channel/UCSbzPCwUDPvDCR6VRaOcDtg
Follow my Facebook: https://www.facebook.comnViIliamsandKalvin
Follow me on Twitter: https://twitter.com/Williams8kalvin",https://www.facebook.comnViIliamsKalvin-788980617892144/,United States,Exclude people who like Williams&Kalvin,18 - 51,English (UK)or English (US),"News Feed on desktop computers or News Feed on mobile
devices
Exclude: Behaviors: Hispanic(US - All), Hispanic(US - Spanish dominant),
Hispanic(US - English dominant), Hispanic(US - Bilingual: English and
Spanish) or Asian American (US)","Interests: National Museum of American History, Maya
Angelou, Mumia Abu-Jamal, The Raw Story or mother jones, Behaviors:
African American (US)",N/A,"12,958",490,"1,598.82 RUB",08/22/16 07:25:53 AM PDT,08/23/16 07:25:52 AM PDT
1817,Welcome to the city of memes - Memopolis.,https://www.facebook.com/Memopolis-450474615151098/,United States,Exclude people who like Memopolis,13 - 45,English (UK)or English (US),"News Feed on desktop computers, News Feed on mobile
devices or Right column on desktop computers","Interests: Imgur, BuzzFeed or 9GAG",N/A,"7,857",420,"2,200.00 RUB",07/20/16 07:09:26 AM PDT,07/24/16 06:31:04 AM PDT
1702,"Pulls out a rock and throws it at the cop to try and capture the Pokemon. Gets
arrested",https://www.facebook.com/Memopolis-450474615151098/,"- Living In: United States
Interests: Funny Photo's, Funny Pictures, LOL or Funny Pics",N/A,14 - 40,N/A,"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,"9,900","2,549",500.00 RUB,07/13/16 01:11:32 AM PDT,07/14/16 01:11:31 AM PDT
2290,I see a danger to their lives every single day.,https://www.facebook.com/blackmattersus.mvmnt/,"- Living In: United States: Charlotte (+25 mi) North Carolina
Connections: People who like BM",N/A,16 - 65+,N/A,"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,0,0,None,09/23/16 04:21:22 AM PDT,09/26/16 04:21:20 AM PDT
2293,"Your help is needed. This case is a classic example of racial profiling in the
system which has cost innocent Jerome Smith 31 years of his life already and
can cost even more. Jerome must be brought home. No one pays attention to
him, no one fights for his life. Let us help this man achieve justice! Please sign
the petition.
https://www.facebook.com/Save-Innocent-Man-Jerome-Skee-Smith-From-Life-
I m prison ent-109065791 4303896/?sk=a pp_1903225443331 96&ref=s",https://www.facebook.com/blackmattersus.mvmnt/,- Living In: United States,N/A,18 - 65+,N/A,"News Feed on desktop computers or Right column on desktop
computers",N/A,N/A,390,19,114.77 RUB,09/27/16 08:38:08 AM PDT,09/29/16 08:22:39 AM PDT
2417,"UC Davis paid $175,000 or more to scrub police pepper spray incident from
web searches
http://boingboing.net/2016/04/13/uc-davis-spent-1 75000-to-scr.htm I",https://www.facebook.com/Born-Liberal-522628564598423/,"United States
Interests: Liberalism or Libertarianism",N/A,18 - 65+,N/A,"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,0,0,None,07/14/16 12:59:58 AM PDT,06/08/16 09:45:00 AM PDT
301,"A new BlackMattersUS tool gathers all the Black meetups in one place.
Now you can keep track of and organize ALL the Black meetups in one place!
We are glad to be the first and only platform that provides this opportunity. For
those who want to make real changes; we offer a convenient search of the
upcoming and past events. For the organizers; we suggest the free promotion
of your events to more than 300,000 of event-goers via all the social media!
All copyrights remain with original owners.
Now it is easy to search for a meetup in your area:
https://blackmattersus.com/meetup/","https://www.facebook.com/blackmattersus/
AdTargetingCustomAudience.Lookalike(US,1%)-newtestaudit",N/A,N/A,18 - 65+,N/A,"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,0,0,None,08/05/16 06:52:42 AM PDT,08/08/16 06:52:40 AM PDT
289,"""The City of Somerville stands against all violence and all injustice, which is
why a Black Lives Matter banner hangs at City Hall"". Mayor Joseph
Curtatone of Somerville, Massachusetts, boldly said he won't remove Black
Lives Matter banner from the City Hall after the local police union asked
Massachusetts Mayor Refuses To Remove BLM Banner From City Hall
Black Matters Black Matters",https://www.facebook.com/Black-Matters-1579673598947501/,"United States
Interests: BlackNews.com or HuffPost Black Voices
Behaviors: African American (US)",Exclude people who like Black Matters,18 - 54,English (UK)or English (US),"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,"4,975",618,472.11 RUB,07/25/16 07:19:27 AM PDT,07/26/16 07:19:25 AM PDT
2199,"Investigations have disclosed that 3-months old police officer, Sherry Hall lied
about being shot by a Black man. Stop Police Brutality: Officer Sherry Hall's
Lies Exposed I BM BM","https://blackmattersus.com/16611-stop-police-brutality-officer-sherry-halls-lies-
exposed/",- Living In: United States,N/A,18 - 65+,N/A,"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,316,69,116.98 RUB,09/27/16 05:33:45 AM PDT,09/29/16 05:33:44 AM PDT
286,"New video released shows police officer assaulting Black female teacher
during a routine traffic stop in Austin. Black schoolteacher, Breaion King, 26
was stopped by the white police officer Bryan Richter on June 15, 2015, for
driving 50 mph in a 35 mph zone. However, the Video: Officer Hurls Black
Woman During Traffic Stop I Black Matters Black Matters",https://www.facebook.com/Black-Matters-1579673598947501/,"United States
Interests: BlackNews.com or HuffPost Black Voices
Behaviors: African American (US)",Exclude people who like Black Matters,18 - 54,English (UK)or English (US),"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,"6,747",694,500.00 RUB,07/22/16 02:40:08 AM PDT,07/23/16 02:40:07 AM PDT
300,"A new BlackMattersUS tool gathers all the Black meetups in one place.
Now you can keep track of and organize ALL the Black meetups in one place:
We are glad to be the first and only platform that provides this opportunity. For
those who want to make real changes, we offer a convenient search of the
upcoming and past events. For the organizers; we suggest the free promotion
of your events to more than 300.000 of event-goers via all the social media!
All copyrights remain with original owners.
Now it is easy to search for a meetup in your area!
https://blackmattersus.com/meetup/","https://www.facebook.com/blackmattersus/
AdTargetingCustomAudience:Lookalike(US,I%)-newtestaudit",N/A,N/A,18 - 65+,N/A,"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,3,0,2.05 RUB,08/05/16 07:25:00 AM PDT,08/08/16 07:24:58 AM PDT
1561,"A simple traffic stop turned into the violent situation. Cop refused to identify
himself, instead, he nearly killed a man. The shocking video reveals the real
face of the US police.
Read the full story: http://bit.ly/294CSi9",https://www.facebook.com/Dont-Shoot-1157233400960126/,United States: Louisiana,N/A,18 - 65+,N/A,"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,0,0,None,07/06/16 07:05:56 AM PDT,06/29/16 06:49:57 AM PDT
710,"The police report that the Black Lives Matter terrorist sniper Micah Johnson
used to buildings owned by Muslim Arabs to carry his attack. If you think it
was just a coincidence, you make a mistake.
Johnson got set up in one building and moved more than 10 miles away to
another building owned by the same people to shoot from. It doesn't look like
it is a coincidence. Moreover, some witnesses said that they saw Jonson
visiting a mosque.
Muslims seem to be not peace-loving as they say. And I don't want to see
10.000 potential terrorists here in Texas.",https://www.facebook.com/Heart-of-Texas-761114847343674/,"United States: Texas
Interests: Independence or Patriotism",Exclude people who like Heart of Texas,18 - 65+,English (UK) or English (US),"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,"3,060",679,500.00 RUB,07/14/16 12:54:17 AM PDT,07/15/16 12:54:16 AM PDT
707,"It's been 15 years since the 9/11 and it became clear that extemist terror
groups are bein Stop Radical Islam",https://www.facebook.com/events/554359838086349/,United States: Houston (+50 mi) Texas,N/A,18 - 65+,English (UK)or English (US),"News Feed on desktop computers or News Feed on mobile
devices",Interests: Texas,N/A,"8,538",632,"3,884.64 RUB",09/08/16 05:50:25 AM PDT,09/10/16 03:10:55 AM PDT
705,"It's been 15 years since the 9/11 and it became clear that extemist terror
groups are bein Stop Radical Islam",https://www.facebook.com/events/554359838086349/,United States: Houston (+50 mi) Texas,N/A,18 - 65+,N/A,"News Feed on desktop computers or News Feed on mobile
devices",Interests: Texas,N/A,"18,540","1,520","10,000.00 RUB",08/26/16 04:13:56 AM PDT,09/10/16 03:10:55 AM PDT
1565,"We are fed up with cops who kill innocent Blacks and always remain
unpunished. Time to say what WE think about the American justice. Answer
ONLY ONE QUESTION in our SURVEY and show what we really think of the
American Criminal Justice System.
UPD Experts think that cop involved in this murder won't be charged. What do
you think?!
VOTE: http://bit.ly/29zFhye",https://www.facebook.com/Dont-Shoot-1157233400960126/,United States Minneapolis (+50 mi) Minnesota,N/A,18 - 65+,N/A,"News Feed on desktop computers or News Feed on mobile
devices",People who like Don't Shoot,Friends of people who are connected to Don't Shoot,"9,732","1,049","2,000.00 RUB",07/08/16 08:10:20 AM PDT,07/09/16 08:10:18 AM PDT
3503,"Thousands of Americans have already signed a petition to ban Clinton
dynasty from owning the White House. Thousands of people demand to
disavow support for Hillary Clinton and to disqualify her from participating in
2016 presidential race.
Dynastic succession of the Clinton family in American politics breaches the
core democratic principles laid out by our Founding Fathers.
Corrupt corporations and Clinton foundation have already helped Hillary
evade imprisonment for her wrongdoings.
A president from the same self-perpetuating dynasty will further rupture the
American political system, turning American democracy into a monarchy.
Join us. Sign and share the petition using #SayNoToPoIiticalDynasties.
America needs YOUR help We call for disqualification and removal of Hillary
Clinton from the presidential ballot as dynastic succession of the Clinton
family in American politics breaches the core democratic principles laid out by
our Founding Fathers. We demand members of one family legislatively
banned from holding the s... Disavow support for the Clinton political dynasty.
Disqualify and remove Hillary Clinton from 2016 Presidential Ballot I We the
People: Your Voice in Our Government Make America Great Again Donald J
Trump for President","https://petitions.whitehouse.gov/petition/disavow-support-clinton-poIitica1-
dynasty-disqualify-and-remove-hillary-clinton-2016-presidential-ballot","- Living In: United States
Interests: Donald Trump, Donald Trump for President or Donald Trump Jr.",N/A,18 - 65+,N/A,"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,"4,650",681,"1,842.68 RUB",08/05/16 02:38:49 AM PDT,08/06/16 02:38:47 AM PDT
1637,"The safety, freedom, and dignity of all people must be safeguarded. Terrorism
and anti-Mus Safe Space for Muslim Neighborhood",https://www.facebook.com/events/1092180614203742/,"United States: Washington (+50 mi) District of Columbia
Connections: People who like United Muslims of America",N/A,18 - 61,"English (UK), Arabic or English (US)","News Feed on desktop computers or News Feed on mobile
devices","Interests: Muslims Are Not Terrorists, Islam ism or Muslim
Brotherhood",N/A,"3,072",107,"5,004.30 RUB",08/10/16 03:06:37 AM PDT,09/03/16 03:06:35 AM PDT
1998,Our mission is to tell the bold truth about racism. Join us! Black Lives Matter!,https://www.facebook.com/blackmattersus.mvmnt/,"- Living In: United States
Interests: Martin Luther King, Jr., African-American Civil Rights Movement
(1954-68), African-American history or Malcolm X",Exclude people who like BM,18 - 65+,N/A,"News Feed on desktop computers, News Feed on mobile
devices or Right column on desktop computers",N/A,N/A,"80,206","6,125","16,510.75 RUB",08/30/16 01:04:29 AM PDT,N/A
1683,"Just don't mistake man's member for a deadly weapon and follow cop block
us!",https://www.facebook.com/AmericanCops-1667165370195771/,United States,N/A,18 - 65+,English (US),Instagram Feed,Interests: Police corruption or Cop Block,N/A,"27,675",606,"5,828.70 RUB",08/16/16 02:58:27 AM PDT,N/A
1293,"The law is the law. If I commit a crime, I will get ticketed or arrested. Why do
illegal aliens break the law, but our government harbors them? Illegals have
more benefits than those who shed their blood for America and our freedom.
It makes me sick...",https://www.facebook.com/Stop-AI-896610653786585/,"United States
Interests: Conservatism, The Tea Party or Republican Party (United States)",N/A,18 - 65+,N/A,"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,"4,990","1,403",500.00 RUB,08/10/16 02:26:20 AM PDT,08/11/16 02:26:18 AM PDT
284,"When a Black man is shot dead, the world will know about every little secret
he had. It is obvious that every time a Black man is killed, all his secretes and
mistakes will be all over the internet. The media goes in search of all his
criminal r 2 Blacks, Sterling and Castile, Are Now Subject To Intense Scrutiny
Black Matters Black Matters",https://www.facebook.com/Black-Matters-1579673598947501/,- Living In: United States,N/A,18 - 65+,N/A,"News Feed on desktop computers or News Feed on mobile
devices",People who like Black Matters,Friends of people who are connected to Black Matters,0,0,None,07/17/16 11:01:34 AM PDT,07/15/16 02:05:19 AM PDT
298,"August 9, 2016, marks a two-year anniversary of the brutal murder of Michael
Brown. an 18- Rally In Memory Of Mike Brown",https://www.facebook.com/events/309180056094025/,"United States: New York (+40 km) New York
Interests: BlackNews.com, Black History Month or African-American history",N/A,18 65+,N/A,"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,"29,689","1,969",6.105.55 RUB,07/28/16 06:40:40 AM PDT,08/14/16 06:40:38 AM PDT
292,"We take into account every piece of opinion you come up with. We believe in
your exquisite views. Join us as we share our opinions on segregation
(Blacks). Black voices must be echoed! Your opinion matters! ""Discrimination
is a hellhound that gnaws at Negroes in every waking moment of their lives to
remind them that the lie of their inferiority is accepted as truth Take Part In
Black Segregation Survey I Black Matters Black Matters","https://www.facebook.com/Black-Matters-1579673598947501/
AdTargetingCustomAudience:Lookalike(US,1%)-newtestaudit",N/A,N/A,18 - 65+,N/A,"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,"8,946",791,827.03 RUB,08/05/16 06:51:21 AM PDT,08/08/16 06:51:19 AM PDT
293,"A new BlackMattersUS tool gathers all the Black meetups in one place.
Now you can keep track of and organize ALL the Black meetups in one place!
We are glad to be the first and only platform that provides this opportunity. For
those who want to make real changes, we offer a convenient search of the
upcoming and past events. For the organizers, we suggest the free promotion
of your events to more than 300,000 of event-goers via all the social media!
All copyrights remain with original owners.
Now it is easy to search for a meetup in your area!","https://www.facebook.com/blackmattersus/
AdTargetingCustomAudience:Lookalike(US,1%)-newtestaudit",N/A,N/A,18 - 65+,N/A,"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,"11,393","1,591",811.08 RUB,08/05/16 08:12:30 AM PDT,08/08/16 08:12:29 AM PDT
285,"White Privilege is everywhere even in auto Insurance. A new report published
by 4AutolnsuranceQuote.com shows that Black Americans pay hundreds of
dollars more for car insurance than whites. According to the resear Study:
Black Car Owners Pay More For Auto Insurance Than Whites I Black Matters
Black Matters",https://www.facebook.com/Black-Matters-1579673598947501/,"United States
Interests: BlackNews.com or HuffPost Black Voices
Behaviors: African American (US)",Exclude people who like Black Matters,18 - 54,English (UK)or English (US),"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,"4,909",608,500.00 RUB,07/22/16 02:41:17 AM PDT,07/23/16 02:41:15 AM PDT
1718,Pikacaranycar,https://www.facebook.com/Memopolis-450474615151098/,"- Living In: United States
Interests: Funny Photo's, Funny Pictures, LOL or Funny Pics",N/A,14 - 40,N/A,"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,"4,942","1,261",245.09 RUB,07/15/16 06:47:09 AM PDT,07/16/16 10:54:00 AM PDT
2412,"They just blame everybody for laziness and responses to cruelty. We just
protect our freedom and act for everybody's rights",https://www.facebook.com/Born-Liberal-522628564598423/,"United States
Interests: Liberalism or Libertarianism",N/A,18 - 65+,N/A,"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,"1,067",127,500.00 RUB,07/14/16 01:00:10 AM PDT,07/15/16 01:00:09 AM PDT
2295,"Your help is needed. This case is a classic example of racial profiling in the
system which has cost innocent Jerome Smith 31 years of his life already and
can cost even more. Jerome must be brought home. No one pays attention to
him, no one fights for his life. Let us help this man achieve justice! Please sign
the petition.
https://www.facebook.com/Save-Innocent-Man-Jerome-Skee-Sm ith-From-Life-
Im prison ent-1090657914303896/?sk=app_ 190322544333196&ref=s",https://www.facebook.com/blackmattersus.mvmnt/,- Living In: United States,N/A,18 - 65+,N/A,"News Feed on desktop computers or Right column on desktop
computers","Interests: Black Power, Black Panther Party or Cop Block",N/A,0,0,None,09/30/16 01:54:10 AM PDT,09/29/16 08:22:39 AM PDT
1827,Or they are summoning mew,https://www.facebook.com/Memopolis-450474615151098/,"- Living In: United States
Interests: Funny Photo's, Funny Pictures, LOL or Funny Pics",N/A,14 - 40,N/A,"News Feed on desktop computers or News Feed on mobile
devices",N/A,N/A,"10,633","2,382",500.00 RUB,07/14/16 06:35:36 AM PDT,07/15/16 06:35:34 AM PDT
